Ratio 20,Training pts 62
MSE loss to label: Clean,0.05236185314841914
MSE loss to label:,MC,Naive,IVW5,IVW10,IVW5Imp,IVW10Imp
white,0.147953114676801,0.5374811402350974,0.1837592076828001,0.12923273687831602,65.81104081113939,75.9558564563235
pink,0.20470380030630533,3.2671006150027755,1.9134241133063907,0.39065996585352314,41.43357249177448,88.04260988903792
MSE loss to ground truth,Naive,IVW5,IVW10,IVW5Imp,IVW10Imp
 ,0.2937870854881932,0.04663016076818515,0.0415112420831644,84.12790654473504,85.87029718675885
 ,2.8771324323791863,1.878292990858823,0.34100434632025894,34.71649168037751,88.1477702422522
Average distance between train and test,Clean,Naive (white),Times,Naive (pink),Times
 ,26.63458318822288,34.51727049044309,1.2959568485271333,34.59576364193367,1.298903887380187
Time,Training,MC,Naive,IVW5,IVW10
 ,0.6295539999999997,0.23358900000000005,0.0008890000000001397,0.017216499999999968,0.0027694999999998693
Ratio 30,Training pts 54
MSE loss to label: Clean,0.37836590980601803
MSE loss to label:,MC,Naive,IVW5,IVW10,IVW5Imp,IVW10Imp
white,0.70744343030908,1.177878294589966,0.7593424761002956,0.6529998768297408,35.53302751328548,44.56134561363505
pink,0.8069505260055816,5.914597869653441,2.2589849886675397,1.6879664157718515,61.80661748353313,71.46101133210674
MSE loss to ground truth,Naive,IVW5,IVW10,IVW5Imp,IVW10Imp
 ,0.3889561544803678,0.03341898538824015,0.03128578647260016,91.40803275554623,91.95647475628792
 ,4.290818982700193,1.3908998029989756,0.4949651688514975,67.58428149481877,88.46455255168983
Average distance between train and test,Clean,Naive (white),Times,Naive (pink),Times
 ,29.989634262907003,37.52867925209831,1.2513883604948144,37.89412863804118,1.2635742172058075
Time,Training,MC,Naive,IVW5,IVW10
 ,0.3352170000000001,0.29302700000000015,0.0007489999999996666,0.008168000000000397,0.010791500000000287
Ratio 40,Training pts 47
MSE loss to label: Clean,0.5746336508554585
MSE loss to label:,MC,Naive,IVW5,IVW10,IVW5Imp,IVW10Imp
white,0.9155612827296441,1.469949116313039,1.0085494333053282,0.9059483930181552,31.388820054193733,38.36872426642384
pink,1.0485971458817434,6.954427924287056,2.6670215931591637,2.1965335194670375,61.65002179625613,68.4153241160779
MSE loss to ground truth,Naive,IVW5,IVW10,IVW5Imp,IVW10Imp
 ,0.36220876969551213,0.0415476392389382,0.027414496261455385,88.5293668417071,92.43129969368186
 ,4.953053608096694,1.2956407865011121,0.6110891340840715,73.84157554073018,87.66237593138237
Average distance between train and test,Clean,Naive (white),Times,Naive (pink),Times
 ,29.803464576654235,37.122631054006675,1.2455810618435856,38.14223001371064,1.279791814659976
Time,Training,MC,Naive,IVW5,IVW10
 ,0.611521,0.35936049999999997,0.0008615000000000705,0.002538500000000443,0.009135999999999811
Ratio 50,Training pts 39
MSE loss to label: Clean,2.032674332308245
MSE loss to label:,MC,Naive,IVW5,IVW10,IVW5Imp,IVW10Imp
white,2.699821339990684,2.952883415525149,2.8293606612568007,2.6275863820730048,4.183123303104756,11.016250480525404
pink,2.874493389750819,8.163384370520937,4.644724630038267,4.467955645383379,43.10295314758199,45.26834162657147
MSE loss to ground truth,Naive,IVW5,IVW10,IVW5Imp,IVW10Imp
 ,0.2472144915658672,0.03811158341913017,0.022844750709188923,84.58359654495585,90.75913771701275
 ,4.823212606797206,1.4249567919453379,0.6325257707767133,70.45627244510868,86.88579952114668
Average distance between train and test,Clean,Naive (white),Times,Naive (pink),Times
 ,31.975598579648153,39.18626451751931,1.2255052683348548,39.95899367605091,1.249671482349795
Time,Training,MC,Naive,IVW5,IVW10
 ,0.5346410000000001,0.3655655000000002,0.0007115000000004201,0.0025980000000003223,0.0098849999999997
